id,title,abstract,current_theme,current_domain,confidence,source_model,sonnet_theme,sonnet_domain,agree_theme,agree_domain,human_theme,human_domain,human_notes
69deca184e2d2a5b77ed3799,Effect of Detector’s Noise in White Light Interferometry Based Quantitative Phase Microscopy,The detector’s noise is one of the limiting factor in obtaining high spatial phase sensitivity in phase microscopy systems. The influence of detector’s noise on the spatial phase sensitivity of white light interference microscopy system is studied experimentally while employing single chip CCD and three chip color CCD camera as an imaging sensor. It was found that 3 chip color-CCD camera provides high spatial phase sensitive QPI.,Quantum Technologies & Semiconductor Technology,Semiconductor Photovoltaic & Photodetection Devices,0.72,haiku,Quantum Technologies & Semiconductor Technology,Semiconductor Photovoltaic & Photodetection Devices,Y,Y,,,
69deca474e2d2a5b77eda090,"Physicochemical properties, micronutrient uptake and bioavailability of zinc-fortified whole grain puffed rice","BACKGROUND: Puffed rice (PR) was fortified with zinc by modifying the traditional preconditioning steps of PR preparation by limited water soaking in fortificant premix solution containing zinc oxide or zinc sulfate in rice, in addition to traditionally used salt, followed by sun-drying to a moisture content of 150 g kg<sup>−1</sup> of rice and subsequent roasting at 250 °C for 10 s. The developed fortified PR was tested for physicochemical properties, as well as the bioavailability and toxicity","Social Sciences, Humanities & Management",Agricultural Economics & Consumer Behavior,0.72,sonnet,"Social Sciences, Humanities & Management",Agricultural Economics & Consumer Behavior,Y,Y,,,
69deca374e2d2a5b77ed7b61,"Visible light-mediated in situ generation of δ,δ-disubstituted p-quinone methides: Construction of a sterically congested quaternary stereocenter","An unprecedented visible light-assisted and zinc triflate-catalyzed construction of a diaryl-substituted quaternary stereocenter is reported. 2-(4-Hydroxyphenyl)-substituted aldehydes and ketones have been prepared in moderate to high yields via multicomponent reaction of acetylene, benzoquinone (BQ), and indole/aniline/thiol. The reaction is believed to proceed via in situ generation of p-quinone methide through a [2+2] cycloaddition-retroelectrocyclization of BQ and acetylene in blue light fol",Advanced Materials & Devices,Organometallic & Chalcogenide Synthesis,0.72,haiku,Advanced Materials & Devices,Organometallic & Chalcogenide Synthesis,Y,Y,,,
69deca254e2d2a5b77ed5653,Measurement of efficiency of auditory vs visual communication in HMI: A cognitive load approach,"As Human machine interaction (HMI) is becoming increasingly complex, the need to assess the efficiency of modes of human-machine communication are increasingly becoming relevant. Several methods to analyze the cognitive activity of users for HMI exist like verbal protocols, cognitive task analysis and physiological measures (EEG, MEG & fMRI) etc. In this paper, power spectrum analysis of EEG in parietal and occipital lobes of the human brain has been used for comparative study of efficiency of v","Social Sciences, Humanities & Management",Digital Culture & Consumer Experience,0.72,sonnet,"Social Sciences, Humanities & Management",Digital Culture & Consumer Experience,Y,Y,,,
69deca5d4e2d2a5b77edcefd,A differential receptor for selective and quantitative multi-ion analysis for Co2+ and Ni2+/Cu2+,"The differential mode of complexation of chromogenic sensor 3 with Co<sup>2+</sup> versus Ni<sup>2+</sup> (or Cu<sup>2+</sup>) at pH 4.0 in water leads to new absorption bands at λ<inf>max</inf> 620 nm in the case of Co<sup>2+</sup>, at λ<inf>max</inf> 380 and 460 nm for Ni<sup>2+</sup> and at λ<inf>max</inf> 460 nm for Cu<sup>2+</sup>. These differential responses allow sensor 3 to be used for the selective and quantitative estimation of Co<sup>2+</sup> and Ni<sup>2+</sup> or Co<sup>2+</sup> an",Advanced Materials & Devices,Organometallic & Chalcogenide Synthesis,0.72,sonnet,Advanced Materials & Devices,Organometallic & Chalcogenide Synthesis,Y,Y,,,
69deca5d4e2d2a5b77edce75,Lipase-catalyzed esterification of ethylene glycol to mono- and diesters. The effect of process parameters on reaction rate and product distribution,Diol fatty acid esters find a variety of industrial applications. The use of lipases in microaqueous environment provides an attractive route for synthesis of fatty acyl esters of ethylene glycol. The effect of various process parameters that play key roles in delineating reaction kinetics and distribution of mono- and diesters in the product have been studied.,Manufacturing & Industry 4.0,Biomanufacturing & Fermentation Processes,0.72,haiku,Manufacturing & Industry 4.0,Biomanufacturing & Fermentation Processes,Y,Y,,,
69deca654e2d2a5b77ede23d,What characteristics define the success of early-stage health-tech startups?,(No abstract available),"Social Sciences, Humanities & Management",Digital Transformation & IT Applications,0.72,haiku,"Social Sciences, Humanities & Management",Digital Transformation & IT Applications,Y,Y,,,
69deca084e2d2a5b77ed0ede,DNA minor groove binding of small molecules: Experimental and computational evidence,Eight indole derivatives were studied for their DNA binding ability using fluorescence quenching and molecular docking methods. These indole compounds have structural moieties similar as in few indole alkaloids. Experimental and theoretical studies have suggested that indole derivatives bind in the minor groove of DNA. Thermodynamic profiles of DNA complexes of indole derivatives were obtained from computational methods. The complexes were largely stabilized by H-bonding and van der Waal's force,Healthcare & MedTech,Drug Delivery & Molecular Therapeutics,0.72,haiku,Healthcare & MedTech,Drug Delivery & Molecular Therapeutics,Y,Y,,,
69deca414e2d2a5b77ed91ec,InCl3-CH3CN-H2O: An efficient catalyst-solvent combination for the synthesis of Perlin aldehydes and related compounds. Application in the synthesis of unnatural l-azasugars,"InCl<inf>3</inf>-CH<inf>3</inf>CN-H<inf>2</inf>O has been found to be an efficient catalyst-solvent combination for the synthesis of Perlin aldehydes and related compounds. While acetylated glycals afforded the Perlin aldehydes directly with InCl<inf>3</inf> and water, benzylated glycals on the other hand provided the hemiacetals under identical condition. The methodology reports a non-mercurial approach to Perlin aldehydes. Noteworthy is that this reaction is more facile as well as highly selec",Advanced Materials & Devices,Organometallic & Chalcogenide Synthesis,0.72,haiku,Advanced Materials & Devices,Organometallic & Chalcogenide Synthesis,Y,Y,,,
6a26be392b6042b76389b4de,On the mechanics (syntax) of indexical shift: Evidence from allocutive agreement in Magahi,,"Social Sciences, Humanities & Management",Computational Linguistics & Language Processing,0.72,haiku,"Social Sciences, Humanities & Management",Computational Linguistics & Language Processing,Y,Y,,,
69deca624e2d2a5b77edd9a9,Automatic classification of scientific groups as productive: An approach based on motif analysis,"One of the key aspects instrumental in the advancement of science relates to 'team science,' or in other words 'group' collaborations. There have been extensive studies analyzing various statistical properties of collaborations of individual or pairs of authors. However, the number of studies pertaining to groups/teams of scientists working together is limited in number. In this paper, we set an objective to study the productivity of group collaborations where groups are represented as small sub","Social Sciences, Humanities & Management",Social Media Analytics & Online Networks,0.72,haiku,"Social Sciences, Humanities & Management",Social Media Analytics & Online Networks,Y,Y,,,
69dec9fc4e2d2a5b77ecf1a6,Real-Time Confocal Imaging of Rare Morphological Transitions in Protein-free GUVs Uncovers Shallow Energy Landscapes for Membrane Assemblies,"Lipid vesicles exhibit a rich variety of morphologies shaped by the interplay of composition, curvature, and mechanical perturbations. In this study, we study rare spontaneous morphological remodeling events in phase separating (POPC:DPPC) and non-phase separating (POPC:DOPE) protein-free giant unilamellar vesicles (GUVs), under apparently unperturbed (isothermal/physical and chemical) conditions using real-time confocal microscopy. Quantitative analysis of these events through geometric analysi",Advanced Materials & Devices,Ionic Liquids & Soft Matter,0.72,haiku,Advanced Materials & Devices,Ionic Liquids & Soft Matter,Y,Y,,,
